Statistical information for the repository 'django' was gathered on 2026/09/08.
The analyzed branch was 'main'.
The following historical commit information, by author, was found in the
repository:

Author                     Commits    Insertions      Deletions    % of changes
     3 tests/generic_relations/test_forms.py

Bona Fide IT GmbH is mostly responsible for:
     2 django/contrib/auth/models.py
     1 django/contrib/auth/backends.py

Boris Burkov is mostly responsible for:
     1 django/db/models/query.py
     1 django/contrib/sitemaps/views.py

Boryslav Larin is mostly responsible for:
     3 django/utils/termcolors.py
     2 django/contrib/sitemaps/__init__.py
     1 tests/file_uploads/tests.py
     1 docs/_ext/djangodocs.py

Bouke Haarsma is mostly responsible for:
    21 tests/view_tests/tests/test_csrf.py
    20 django/utils/translation/trans_real.py
    17 tests/i18n/test_extraction.py
    15 tests/urlpatterns_reverse/tests.py
    11 tests/i18n/tests.py
    10 tests/generic_relations/tests.py
     9 django/utils/translation/template.py
     8 tests/admin_docs/test_views.py
     8 django/templatetags/i18n.py
     7 tests/staticfiles_tests/test_finders.py

Bozidar Benko is mostly responsible for:
    10 tests/admin_views/admin.py
     8 tests/admin_views/tests.py
     4 tests/admin_views/models.py
     1 django/contrib/admin/options.py

Brad Melin is mostly responsible for:
    28 tests/db_functions/text/test_strindex.py
     8 django/db/models/functions/text.py
     4 tests/postgres_tests/test_hstore.py
     4 tests/db_functions/json/test_json_object.py
     4 tests/db_functions/json/test_json_array.py
     4 django/contrib/postgres/forms/hstore.py
     3 tests/db_functions/text/test_concat.py
     3 tests/db_functions/datetime/test_now.py
     3 tests/db_functions/comparison/test_coalesce.py

Brad Solomon is mostly responsible for:
     2 django/middleware/common.py
     2 django/contrib/auth/password_validation.py

Brad Walker is mostly responsible for:
    10 tests/test_exceptions/test_validation_error.py
     4 django/core/management/commands/makemigrations.py
     1 django/core/exceptions.py

Brandon Chinn is mostly responsible for:
     8 django/forms/fields.py
     3 tests/postgres_tests/test_array.py
     2 tests/forms_tests/field_tests/test_jsonfield.py
     2 django/contrib/postgres/forms/array.py

Brandon Taylor is mostly responsible for:
     8 tests/fixtures_regress/tests.py
     1 django/core/management/commands/loaddata.py

Brendan MacDonell is mostly responsible for:
     2 tests/model_fields/test_integerfield.py
     1 django/db/models/fields/__init__.py

Brendon Crawford is mostly responsible for:
     3 django/core/mail/backends/locmem.py
     3 django/core/mail/backends/console.py
     1 django/core/mail/backends/dummy.py

Brenton Partridge is mostly responsible for:
     5 django/contrib/gis/geos/prototypes/geom.py
     2 django/contrib/gis/geos/polygon.py
     1 django/contrib/gis/geos/collections.py

Brett Cannon is mostly responsible for:
     1 django/utils/archive.py
     1 django/db/backends/mysql/base.py

Brett Haydon is mostly responsible for:
     6 tests/sites_tests/tests.py
     2 django/contrib/sites/middleware.py

Brian Gianforcaro is mostly responsible for:
     1 django/contrib/sessions/backends/file.py

Brian Helba is mostly responsible for:
    29 tests/migrations/test_autodetector.py
     4 tests/file_storage/tests.py
     2 django/db/migrations/utils.py
     1 django/db/models/fields/files.py

Brian Holdefehr is mostly responsible for:
    36 tests/admin_registration/tests.py
    18 django/contrib/admin/decorators.py
     6 tests/admin_registration/models.py

Brian King is mostly responsible for:
    61 tests/prefetch_related/test_uuid.py
    14 tests/prefetch_related/models.py
     4 django/db/models/fields/related_descriptors.py

Brian Rosner is mostly responsible for:
   193 django/contrib/admin/options.py
   162 tests/admin_views/tests.py
   137 django/contrib/admin/helpers.py
   121 django/forms/models.py
    91 django/contrib/admin/widgets.py
    84 tests/model_formsets/models.py
    71 django/forms/formsets.py
    69 django/contrib/admin/utils.py
    60 tests/admin_views/models.py
    53 django/contrib/admin/sites.py

Brobin is mostly responsible for:
     7 tests/invalid_models_tests/test_deprecated_fields.py
     3 django/db/models/fields/__init__.py

Brock is mostly responsible for:
    64 tests/admin_widgets/tests.py

Bruce Cutler is mostly responsible for:
     3 django/db/backends/base/schema.py
     2 tests/model_indexes/tests.py

Bruno Alla is mostly responsible for:
    42 tests/admin_scripts/tests.py
    35 tests/staticfiles_tests/test_checks.py
    29 tests/basic/tests.py
    19 tests/auth_tests/test_views.py
    13 django/contrib/staticfiles/checks.py
    11 tests/cache/tests.py
     6 tests/gis_tests/distapp/tests.py
     5 django/core/management/templates.py
     4 tests/auth_tests/test_validators.py
     3 tests/custom_managers/tests.py

Bryan Marty is mostly responsible for:
    11 tests/lookup/tests.py
     2 django/db/models/query.py

Buddy Lindsey, Jr is mostly responsible for:
    19 tests/template_tests/test_context.py
     9 django/template/context.py
     7 tests/check_framework/test_urls.py
     3 django/core/checks/urls.py

CHI Cheng is mostly responsible for:
     3 tests/test_utils/tests.py
     2 tests/sessions_tests/tests.py
     2 django/contrib/sessions/backends/cached_db.py
     1 tests/csrf_tests/tests.py

Caio Ariede is mostly responsible for:
    10 tests/postgres_tests/test_aggregates.py
     9 tests/test_utils/tests.py
     8 tests/postgres_tests/array_index_migrations/0001_initial.py
     5 tests/model_fields/test_integerfield.py
     4 tests/serializers/models/data.py
     4 tests/model_fields/models.py
     4 tests/migrations/test_commands.py
     4 tests/expressions_case/tests.py
     4 tests/apps/tests.py
     4 django/db/utils.py

Caitie Baca is mostly responsible for:
    40 tests/test_utils/tests.py
    15 django/test/testcases.py

Calvin DeBoer is mostly responsible for:
    21 django/core/management/commands/migrate.py
    17 tests/migrations/test_migrations_plan/0001_initial.py
    17 tests/migrations/test_commands.py
     9 tests/migrations/test_migrations_plan/0003_third.py
     9 tests/migrations/test_migrations_plan/0002_second.py
     4 tests/migrations/test_migrations_plan/0004_fourth.py
     1 ...s/auth_tests/operations_migrations/0002_rename_oldmodel_to_newmodel.py

Cameron Curry is mostly responsible for:
     9 tests/model_fields/test_binaryfield.py
     2 tests/field_deconstruction/tests.py
     2 django/db/models/fields/__init__.py

Camilo Nova is mostly responsible for:
     7 tests/auth_tests/test_views.py
     3 tests/auth_tests/urls.py
     2 django/contrib/auth/views.py

Can Sarigol is mostly responsible for:
    11 tests/db_functions/datetime/test_extract_trunc.py
    10 django/db/backends/utils.py
     7 tests/backends/test_utils.py
     3 django/db/backends/postgresql/operations.py
     2 django/db/backends/sqlite3/_functions.py
     2 django/db/backends/mysql/operations.py
     1 django/db/backends/oracle/operations.py

Candide U is mostly responsible for:
     9 django/conf/locale/en_CA/formats.py
     1 django/conf/locale/fr_CA/formats.py

Carl Meyer is mostly responsible for:
   188 tests/delete/tests.py
   181 tests/test_utils/tests.py
   128 django/test/html.py
   121 django/db/models/deletion.py
   114 tests/migrations/test_executor.py
   106 tests/delete_regress/tests.py
    77 django/core/serializers/xml_serializer.py
    74 tests/admin_inlines/tests.py
    67 tests/wsgi/tests.py
    63 tests/servers/test_basehttp.py

Carl Worth is mostly responsible for:
    17 tests/logging_tests/tests.py
     3 tests/logging_tests/views.py
     3 tests/logging_tests/urls_i18n.py

Carles Pina Estany is mostly responsible for:
    19 tests/forms_tests/widget_tests/test_clearablefileinput.py
    15 tests/check_framework/test_caches.py
     9 django/core/checks/caches.py
     6 tests/admin_widgets/tests.py
     5 tests/invalid_models_tests/test_ordinary_fields.py

Carlton Gibson is mostly responsible for:
    94 tests/db_functions/datetime/test_extract_trunc.py
    90 tests/admin_inlines/tests.py
    79 tests/async/tests.py
    61 tests/view_tests/tests/test_debug.py
    60 tests/utils_tests/test_http.py
    57 tests/mail/tests.py
    48 tests/staticfiles_tests/test_handlers.py
    48 django/http/response.py
    41 tests/modeladmin/test_actions.py
    38 tests/model_inheritance/test_abstract_inheritance.py

Carny Cheng is mostly responsible for:
     1 tests/forms_tests/field_tests/test_base.py

Caroline Simpson is mostly responsible for:
    32 tests/template_tests/test_logging.py
     5 django/template/base.py
     1 django/template/context.py
     1 django/contrib/admin/helpers.py

Carson Gee is mostly responsible for:
     3 tests/files/tests.py

Cauê Thenório is mostly responsible for:
     7 tests/admin_changelist/tests.py

Ceesjan Luiten is mostly responsible for:
     7 django/test/runner.py
     5 tests/test_runner/test_discover_runner.py

Cesar Canassa is mostly responsible for:
     1 django/core/management/commands/makemessages.py

Chaitanya is mostly responsible for:
     9 tests/admin_changelist/test_date_hierarchy.py
     5 django/contrib/admin/templatetags/admin_list.py

Chaitanya Rahalkar is mostly responsible for:
    14 tests/validators/tests.py
     5 django/core/validators.py
     2 tests/forms_tests/field_tests/test_emailfield.py

Chandrakant Kumar is mostly responsible for:
    11 tests/user_commands/tests.py
     8 django/core/management/__init__.py
     4 django/core/management/base.py

Charlie Denton is mostly responsible for:
     2 tests/forms_tests/field_tests/test_jsonfield.py
     1 django/contrib/auth/base_user.py

CharulL00 is mostly responsible for:
    12 tests/deprecation/test_middleware_mixin.py
    11 django/utils/deprecation.py
     1 tests/urlpatterns_reverse/middleware.py
     1 tests/csrf_tests/views.py
     1 django/middleware/security.py
     1 django/middleware/locale.py
     1 django/middleware/http.py
     1 django/middleware/gzip.py
     1 django/middleware/csrf.py
     1 django/middleware/csp.py

Chason Chaffin is mostly responsible for:
     4 tests/postgres_tests/test_array.py
     3 django/core/mail/utils.py
     3 django/contrib/postgres/forms/array.py
     1 tests/mail/tests.py

Chenyang Yan is mostly responsible for:
     3 tests/utils_tests/test_autoreload.py
     3 django/utils/autoreload.py

Chesco Igual is mostly responsible for:
    11 tests/utils_tests/test_functional.py
     4 django/utils/functional.py

Cheuk Ting Ho is mostly responsible for:
     7 tests/admin_views/tests.py

Chillar Anand is mostly responsible for:
    56 django/db/models/fields/__init__.py
    24 django/forms/fields.py
    22 django/forms/widgets.py
    20 django/db/models/expressions.py
    19 django/contrib/gis/db/models/functions.py
    18 django/test/testcases.py
    17 tests/i18n/tests.py
    17 django/db/models/fields/related.py
    16 django/db/models/lookups.py
    13 django/contrib/auth/views.py

Chinmoy Chakraborty is mostly responsible for:
    43 tests/test_utils/tests.py
    26 tests/migrations/test_commands.py
    17 tests/test_client_regress/tests.py
     5 tests/backends/tests.py
     5 tests/backends/models.py
     5 django/db/backends/sqlite3/base.py
     4 django/test/testcases.py
     3 tests/model_fields/test_decimalfield.py
     3 django/core/management/commands/migrate.py
     1 django/db/models/fields/__init__.py

Chris Bailey is mostly responsible for:
    24 tests/m2m_recursive/tests.py
     1 django/test/testcases.py

Chris Beaven is mostly responsible for:
    47 django/db/migrations/autodetector.py
    33 tests/utils_tests/test_regex_helper.py
    29 tests/auth_tests/test_management.py
    26 django/core/paginator.py
    25 django/template/loader_tags.py
    24 django/template/defaulttags.py
    21 tests/migrations/test_autodetector.py
    21 django/template/base.py
    20 django/templatetags/i18n.py
    20 django/contrib/auth/management/__init__.py

Chris Cogdon is mostly responsible for:
    10 tests/generic_views/views.py
     5 tests/generic_views/test_detail.py

Chris Jerdonek is mostly responsible for:
   384 tests/csrf_tests/tests.py
   227 django/test/runner.py
   162 tests/test_runner/tests.py
   121 django/middleware/csrf.py
   116 tests/test_runner/test_discover_runner.py
   105 tests/runtests.py
    67 tests/test_runner/test_shuffler.py
    66 tests/servers/tests.py
    57 tests/test_runner/test_parallel.py
    46 tests/forms_tests/tests/test_forms.py

Chris Lamb is mostly responsible for:
    19 django/core/management/commands/diffsettings.py
    18 tests/managers_regress/tests.py
    14 tests/project_template/test_settings.py
    11 tests/admin_scripts/tests.py
     8 tests/queries/tests.py
     7 tests/check_framework/test_urls.py
     7 django/core/management/templates.py
     5 tests/test_utils/tests.py
     5 django/urls/resolvers.py
     4 tests/check_framework/urls/path_compatibility/ending_with_dollar.py

Chris Lawlor is mostly responsible for:
     6 tests/model_forms/models.py
     4 tests/model_forms/tests.py

Chris Muthig is mostly responsible for:
   187 tests/aggregation/tests.py
   172 django/db/models/aggregates.py
    74 tests/postgres_tests/test_aggregates.py
    20 django/contrib/postgres/aggregates/general.py
    16 django/db/models/expressions.py
    11 django/contrib/postgres/aggregates/mixins.py
     4 tests/aggregation/models.py
     4 django/db/backends/base/features.py
     3 tests/expressions_window/tests.py
     3 django/contrib/gis/db/models/aggregates.py

Chris Rose is mostly responsible for:
   256 tests/admin_scripts/tests.py
   165 django/core/management/commands/listurls.py
    25 tests/admin_scripts/app_with_urls/root_urls.py
    21 tests/admin_scripts/app_with_urls/views.py
    17 tests/admin_scripts/app_with_urls/urls_nons.py
    17 tests/admin_scripts/app_with_urls/urls_namespaced.py
    17 tests/admin_scripts/app_with_urls/urls_cbv.py
    11 django/urls/utils.py
     9 django/utils/termcolors.py
     5 django/contrib/admindocs/utils.py

Chris Sinchok is mostly responsible for:
     9 tests/dbshell/test_postgresql.py
     4 tests/file_storage/tests.py
     4 django/db/backends/postgresql/client.py
     1 django/db/models/fields/files.py

Chris Streeter is mostly responsible for:
     1 tests/auth_tests/test_checks.py
     1 django/contrib/auth/checks.py

Chris Wesseling is mostly responsible for:
     7 tests/postgres_tests/test_bulk_update.py
     5 tests/postgres_tests/models.py
     5 tests/postgres_tests/migrations/0002_create_test_models.py
     3 tests/postgres_tests/fields.py
     1 tests/model_fields/tests.py

Chris Wilson is mostly responsible for:
    10 tests/test_utils/tests.py
     5 tests/test_client_regress/tests.py
     5 tests/model_forms/tests.py
     5 tests/model_fields/test_textfield.py
     5 tests/model_fields/test_charfield.py
     3 django/test/utils.py
     3 django/db/models/fields/__init__.py
     1 tests/forms_tests/field_tests/test_charfield.py
     1 tests/backends/sqlite/tests.py
     1 django/test/signals.py

Christian Barcenas is mostly responsible for:
     2 django/core/cache/backends/memcached.py

Christian Bundy is mostly responsible for:
     1 tests/gis_tests/rasterapp/migrations/0001_setup_extensions.py
     1 tests/gis_tests/gis_migrations/migrations/0001_setup_extensions.py

Christian Clauss is mostly responsible for:
     3 tests/generic_views/test_dates.py

Christian Klus is mostly responsible for:
     4 tests/annotations/tests.py
     1 django/db/models/sql/query.py

Christian von Roques is mostly responsible for:
     6 django/contrib/gis/db/backends/postgis/operations.py

Christoph Heer is mostly responsible for:
     2 django/core/management/base.py
     1 docs/_ext/djangodocs.py
     1 django/core/management/__init__.py

Christoph Sieghart is mostly responsible for:
     4 tests/fixtures_regress/tests.py
     1 django/core/serializers/xml_serializer.py

Christophe Baldy is mostly responsible for:
    19 tests/servers/tests.py
    15 django/db/backends/sqlite3/features.py
     3 django/test/testcases.py

Christophe Henry is mostly responsible for:
    48 tests/auth_tests/test_management.py
     7 django/contrib/auth/management/commands/createsuperuser.py

Christophe Mehay is mostly responsible for:
     3 tests/auth_tests/test_models.py

Christopher Adams is mostly responsible for:
    23 tests/admin_views/models.py
    18 tests/model_forms/tests.py
    17 tests/model_forms/models.py
    15 tests/admin_views/tests.py
    13 tests/files/tests.py
    11 django/db/models/fields/related.py
     5 django/forms/models.py
     4 django/contrib/admin/widgets.py
     1 tests/admin_views/admin.py

Christopher Cave-Ayland is mostly responsible for:
    46 tests/forms_tests/tests/test_formsets.py
    39 tests/model_formsets/tests.py
     5 django/forms/formsets.py

Christopher G Johnson is mostly responsible for:
     4 tests/expressions_window/models.py
     3 tests/expressions_window/tests.py

Christopher Keith is mostly responsible for:
     9 tests/asgi/tests.py

Christopher Luc is mostly responsible for:
     8 tests/migrations/test_writer.py
     7 django/db/migrations/writer.py

Christopher Medrela is mostly responsible for:
    80 tests/invalid_models_tests/test_models.py
    38 tests/invalid_models_tests/test_relative_fields.py
    29 tests/admin_views/admin.py
    27 django/db/models/base.py
    24 tests/admin_views/tests.py
    10 django/db/models/fields/__init__.py
     6 tests/admin_views/models.py
     5 django/contrib/sites/middleware.py
     3 tests/sites_tests/tests.py
     2 django/template/defaulttags.py

Christopher Wang is mostly responsible for:
     4 tests/aggregation_regress/tests.py

Christos Kopanos is mostly responsible for:
     6 tests/cache/tests.py
     5 django/core/cache/backends/redis.py

Chronial is mostly responsible for:
    23 django/utils/encoding.py
     1 django/test/client.py

ClairePhila is mostly responsible for:
    11 tests/model_fields/test_uuid.py
     1 django/db/models/fields/__init__.py

Claude Paroz is mostly responsible for:
  1841 django/contrib/admin/static/admin/js/vendor/jquery/jquery.js
   299 tests/model_forms/tests.py
   284 tests/admin_views/tests.py
   266 tests/gis_tests/test_geoforms.py
   248 tests/middleware/tests.py
   225 tests/gis_tests/geoapp/test_functions.py
   189 django/contrib/gis/static/gis/js/OLMapWidget.js
   174 django/contrib/gis/db/models/functions.py
   173 tests/csrf_tests/tests.py
   170 tests/i18n/tests.py

Clemens Wolff is mostly responsible for:
     4 django/middleware/clickjacking.py

Clément Mangin is mostly responsible for:
     8 tests/admin_inlines/tests.py
     5 tests/admin_inlines/admin.py
     5 django/contrib/admin/options.py

Clifford Gama is mostly responsible for:
   180 tests/model_fields/test_jsonfield.py
   179 tests/test_client_regress/tests.py
   124 tests/postgres_tests/test_app_installed_check.py
    83 django/db/models/fields/json.py
    80 tests/migrations/test_autodetector.py
    75 django/test/testcases.py
    67 tests/gis_tests/geoapp/test_indexes.py
    39 tests/model_forms/tests.py
    30 tests/inline_formsets/tests.py
    29 tests/postgres_tests/test_array.py

Clément Escolano is mostly responsible for:
    33 tests/generic_relations/tests.py
    29 tests/contenttypes_tests/test_fields.py
    23 django/contrib/contenttypes/fields.py
    21 tests/many_to_one/tests.py
    21 django/contrib/contenttypes/prefetch.py
    18 django/db/models/fields/related_descriptors.py
    11 django/db/models/query.py
     9 tests/one_to_one/tests.py
     9 tests/many_to_many/tests.py
     7 tests/contenttypes_tests/test_models.py

Coen van der Kamp is mostly responsible for:
    39 tests/admin_views/test_related_object_lookups.py
    11 tests/forms_tests/field_tests/test_urlfield.py
     5 tests/model_forms/tests.py
     1 django/forms/fields.py

Cole D is mostly responsible for:
     1 django/core/management/commands/squashmigrations.py

Cole Maclean is mostly responsible for:
     5 tests/model_fields/test_uuid.py
     1 django/db/models/fields/__init__.py

Colleen Dunlap is mostly responsible for:
    15 tests/constraints/tests.py
     5 tests/queries/test_qs_combinators.py
     2 django/db/models/query.py
     1 django/db/models/base.py

Collin Anderson is mostly responsible for:
    50 tests/m2m_through/tests.py
    29 django/contrib/admin/static/admin/js/vendor/jquery/jquery.js
    16 tests/fixtures_regress/tests.py
    15 tests/humanize_tests/tests.py
    13 tests/httpwrappers/tests.py
    13 tests/auth_tests/test_templates.py
    12 tests/admin_widgets/tests.py
    11 django/http/response.py
     9 django/db/models/fields/related_descriptors.py
     8 django/core/serializers/__init__.py

Colton Hicks is mostly responsible for:
    26 tests/auth_tests/test_remote_user.py

Craig Blaszczyk is mostly responsible for:
    16 tests/i18n/test_compilation.py
     8 tests/i18n/test_extraction.py
     4 django/core/management/commands/compilemessages.py

Craig Oldford is mostly responsible for:
    12 django/template/defaulttags.py
     2 tests/template_tests/syntax_tests/test_firstof.py

Craig Smith is mostly responsible for:
    16 tests/generic_relations/tests.py

Craig de Stigter is mostly responsible for:
    10 django/db/models/base.py
     8 tests/proxy_models/tests.py

Cristiano is mostly responsible for:
    74 tests/file_storage/test_generate_filename.py
     9 django/db/models/fields/files.py
     6 django/core/files/storage/base.py
     1 tests/file_storage/tests.py

Cristobal Mackenzie is mostly responsible for:
     6 tests/i18n/test_extraction.py
     1 django/core/management/commands/makemessages.py

Curtis Maloney is mostly responsible for:
   100 tests/cache/tests.py
    24 django/templatetags/cache.py
    23 tests/template_tests/test_parser.py
    17 django/template/context.py
     9 django/template/loader_tags.py
     8 tests/postgres_tests/test_hstore.py
     7 tests/template_tests/syntax_tests/test_cache.py
     7 django/template/defaulttags.py
     7 django/middleware/cache.py
     7 django/forms/fields.py

Daan Vielen is mostly responsible for:
     4 tests/postgres_tests/test_array.py

Dakota Hawkins is mostly responsible for:
    10 django/db/migrations/writer.py
     6 tests/migrations/test_writer.py
     4 django/core/management/commands/makemigrations.py
     3 django/core/management/commands/squashmigrations.py

Damian Posener is mostly responsible for:
    12 tests/order_with_respect_to/base_tests.py

Damien Baty is mostly responsible for:
     3 django/contrib/auth/models.py
     1 tests/auth_tests/test_basic.py

Damien Nozay is mostly responsible for:
     7 tests/inspectdb/models.py
     6 django/core/management/commands/inspectdb.py
     4 tests/inspectdb/tests.py

Dan Davis is mostly responsible for:
    11 tests/migrations/test_commands.py
     3 django/core/management/commands/migrate.py
     2 django/core/management/commands/loaddata.py
     1 django/db/models/query.py
     1 django/core/management/commands/squashmigrations.py
     1 django/core/management/commands/showmigrations.py

Dan Glass is mostly responsible for:
     1 django/db/backends/postgresql/schema.py

Dan Jacob is mostly responsible for:
     6 tests/template_tests/test_autoreloader.py
     1 django/template/autoreload.py

Dan Johnson is mostly responsible for:
     5 tests/urlpatterns_reverse/tests.py

Dan Moore is mostly responsible for:
    17 tests/admin_filters/tests.py
    13 tests/model_fields/tests.py
     4 django/db/models/fields/reverse_related.py

Dan Palmer is mostly responsible for:
    14 django/core/cache/backends/base.py
     6 tests/test_client/tests.py
     6 django/core/cache/backends/memcached.py
     4 tests/cache/tests.py
     2 django/test/client.py
     1 tests/test_client/views.py

Dan Stephenson is mostly responsible for:
     4 tests/admin_views/tests.py

Dan Strokirk is mostly responsible for:
    11 tests/forms_tests/field_tests/test_jsonfield.py
     2 django/forms/fields.py

Dan Tao is mostly responsible for:
     9 django/db/backends/base/schema.py
     5 tests/schema/tests.py
     2 django/db/backends/mysql/schema.py
     2 django/db/backends/base/features.py
     1 tests/indexes/tests.py
     1 tests/cache/tests.py
     1 django/urls/resolvers.py
     1 django/db/backends/sqlite3/features.py

Dan Watson is mostly responsible for:
    49 django/contrib/auth/base_user.py
    20 tests/migrations/test_loader.py
     9 django/db/migrations/loader.py
     4 tests/model_forms/tests.py
     4 tests/admin_utils/tests.py
     4 django/contrib/admin/utils.py
     1 tests/auth_tests/models/no_password.py
     1 django/forms/models.py
     1 django/contrib/auth/models.py

Dani Fornons is mostly responsible for:
     3 django/views/i18n.py
     1 js_tests/admin/SelectFilter2.test.js

Daniel Boeve is mostly responsible for:
     2 tests/httpwrappers/tests.py
     1 django/http/response.py

Daniel Bowring is mostly responsible for:
     1 tests/dbshell/test_postgresql.py

Daniel Ebrahimian is mostly responsible for:
    18 tests/migrations/test_commands.py

Daniel F Moisset is mostly responsible for:
     1 django/utils/datastructures.py

Daniel Fairhead is mostly responsible for:
     6 tests/cache/tests.py
     6 django/template/backends/django.py
     3 django/core/cache/utils.py

Daniel Garcia Moreno is mostly responsible for:
     3 tests/test_utils/tests.py

Daniel Greenfeld is mostly responsible for:
     1 tests/forms_tests/views.py

Daniel Hahler is mostly responsible for:
    17 tests/view_tests/tests/test_debug.py
    14 tests/db_functions/datetime/test_extract_trunc.py
     9 django/contrib/admin/options.py
     5 tests/admin_views/tests.py
     5 django/db/models/functions/datetime.py
     3 tests/backends/mysql/test_features.py
     3 django/utils/autoreload.py
     3 django/db/backends/postgresql/base.py
     2 tests/schema/tests.py
     2 tests/backends/postgresql/tests.py

Daniel Hepper is mostly responsible for:
    16 tests/admin_inlines/models.py
    10 tests/admin_inlines/admin.py
     9 tests/admin_inlines/tests.py
     1 tests/handlers/tests.py

Daniel Hillier is mostly responsible for:
    14 tests/select_for_update/models.py
    11 tests/select_for_update/tests.py
     6 tests/select_related_onetoone/models.py
     3 tests/select_related_onetoone/tests.py
     3 django/db/models/sql/compiler.py
     2 tests/m2m_regress/tests.py

Daniel Hones is mostly responsible for:
     1 tests/db_functions/text/test_substr.py

Daniel Ivanov is mostly responsible for:
    14 tests/sitemaps_tests/urls/http.py
     2 tests/sitemaps_tests/test_http.py
     1 django/contrib/sitemaps/__init__.py

Daniel Izquierdo is mostly responsible for:
    61 tests/delete/tests.py
    53 django/db/models/deletion.py
    35 tests/delete/models.py
    14 tests/admin_views/tests.py
     2 tests/admin_views/models.py
     2 django/contrib/admin/utils.py
     1 tests/admin_views/admin.py

Daniel Langer is mostly responsible for:
     1 django/forms/fields.py

Daniel Lindsley is mostly responsible for:
     3 tests/model_fields/test_imagefield.py
     2 tests/utils_tests/test_simplelazyobject.py
     2 django/core/management/commands/check.py
     1 tests/utils_tests/test_lazyobject.py

Daniel Miller is mostly responsible for:
     5 tests/expressions/tests.py
     4 django/db/models/expressions.py

Daniel Musketa is mostly responsible for:
     1 tests/admin_scripts/tests.py

Daniel Neuhäuser is mostly responsible for:
    13 django/core/mail/backends/base.py

Daniel Patrick is mostly responsible for:
     5 django/db/migrations/state.py
     2 tests/migrations/test_state.py

Daniel Pyrathon is mostly responsible for:
   166 tests/model_meta/results.py
   153 tests/model_meta/tests.py
   134 tests/model_fields/test_field_flags.py
   130 django/db/models/options.py
    59 tests/model_meta/models.py
    34 tests/model_fields/models.py
    29 django/db/models/fields/related.py
    29 django/db/models/fields/__init__.py
    28 django/db/models/fields/reverse_related.py
    19 django/contrib/admin/utils.py

Daniel Wiesmann is mostly responsible for:
   265 tests/gis_tests/gdal_tests/test_raster.py
   207 tests/gis_tests/rasterapp/test_rasterfield.py
   180 django/contrib/gis/gdal/raster/source.py
   116 django/contrib/gis/gdal/raster/band.py
    69 django/contrib/gis/db/models/fields.py
    69 django/contrib/gis/db/backends/postgis/pgraster.py
    47 django/contrib/gis/gdal/raster/base.py
    38 django/contrib/gis/db/backends/postgis/operations.py
    32 tests/gis_tests/gis_migrations/test_operations.py
    27 django/contrib/gis/db/models/lookups.py

Daniele Procida is mostly responsible for:
     2 django/template/backends/base.py
     2 django/db/backends/mysql/features.py
     2 django/db/backends/base/features.py
     1 django/utils/autoreload.py
     1 django/template/engine.py
     1 django/db/models/lookups.py
     1 django/db/backends/sqlite3/features.py
     1 django/db/backends/postgresql/features.py
     1 django/db/backends/oracle/features.py
     1 django/db/backends/base/base.py

Daniele Varrazzo is mostly responsible for:
   119 django/contrib/gis/db/backends/postgis/base.py
    68 django/db/backends/postgresql/base.py
    52 django/db/backends/postgresql/psycopg_any.py
    45 django/db/backends/postgresql/operations.py
    27 tests/backends/postgresql/tests.py
    22 django/contrib/postgres/signals.py
    10 django/db/backends/postgresql/features.py
     9 django/db/models/functions/json.py
     8 django/contrib/postgres/search.py
     8 django/contrib/postgres/fields/ranges.py

Daniil is mostly responsible for:
    14 tests/forms_tests/tests/test_forms.py

Danilo Bargen is mostly responsible for:
     5 django/core/validators.py
     3 tests/validators/tests.py
     2 tests/empty_models/test_commands.py
     1 tests/migration_test_data_persistence/tests.py
     1 tests/gis_tests/test_geoforms.py
     1 django/contrib/gis/forms/widgets.py

Daniyal is mostly responsible for:
   163 django/core/cache/backends/redis.py
    53 tests/cache/tests.py
    35 tests/test_runner/test_discover_runner.py
    21 tests/model_fields/test_manytomanyfield.py
    20 tests/check_framework/test_urls.py
    16 tests/check_framework/urls/bad_class_based_error_handlers.py
    14 django/test/runner.py
    13 tests/check_framework/tests.py
    11 tests/mail/tests.py
    10 django/db/models/query.py

Dave Gaeddert is mostly responsible for:
   108 tests/distinct_on_fields/tests.py
    11 django/db/models/sql/compiler.py

Dave Hall is mostly responsible for:
    11 tests/migrations/test_operations.py
     2 django/utils/html.py

Dave Smith is mostly responsible for:
    10 django/template/base.py
     4 tests/template_tests/syntax_tests/test_filter_syntax.py
     2 tests/template_tests/syntax_tests/test_basic.py

David is mostly responsible for:
    14 django/core/checks/translation.py
     5 tests/check_framework/test_translation.py
     1 django/core/checks/__init__.py

David Bannon is mostly responsible for:
    14 django/contrib/sessions/backends/base.py
     6 tests/sessions_tests/tests.py

David Barragán Merino is mostly responsible for:
     9 tests/bulk_create/tests.py

David Buhler is mostly responsible for:
    17 django/contrib/gis/db/backends/postgis/base.py

David Chorpash is mostly responsible for:
     8 tests/postgres_tests/test_aggregates.py
     2 django/contrib/postgres/aggregates/general.py

David Cramer is mostly responsible for:
    14 tests/delete/tests.py
     3 django/db/models/deletion.py

David Evans is mostly responsible for:
